Eviction ID,Address,City,State,Eviction Notice Source Zipcode,Year,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Supervisor District,Neighborhoods - Analysis Boundaries,Longitude,Latitude
M152490,2200 Block Of California  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Pacific Heights,-122.4313848,37.7892741
M162697,2200 Block Of California  Street,San Francisco,CA,94115,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4313848,37.7892741
M162698,2200 Block Of California  Street,San Francisco,CA,94115,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4313848,37.7892741
M162594,2200 Block Of California  Street,San Francisco,CA,94115,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4313848,37.7892741
M112039,2200 Block Of California  Street,San Francisco,CA,94115,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4313629,37.78916563
M110014,0 Block Of Sanchez  Street,San Francisco,CA,94114,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4313429,37.76845391
M181465,0 Block Of Sanchez  Street,San Francisco,CA,94114,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,Castro/Upper Market,-122.4313429,37.76845391
M111864,0 Block Of Caynon  Drive,San Francisco,CA,94112,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4313371,37.70909263
M120740,0 Block Of Canyon  Drive,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4313371,37.70909263
M151103,0 Block Of Canyon  Drive,San Francisco,CA,94112,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,Excelsior,-122.4313371,37.70909263
M142450,1400 Block Of Noe  Street,San Francisco,CA,94131,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Noe Valley,-122.4312996,37.74623379
M130517,1300 Block Of Turk  Street,San Francisco,CA,94115,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M131712,1300 Block Of Turk  Street,San Francisco,CA,94115,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M131561,1300 Block Of Turk  Street,San Francisco,CA,94115,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M142179,1300 Block Of Turk  Street,San Francisco,CA,94102,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M163133,1300 Block Of Turk  Street,San Francisco,CA,94115,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M171041,1300 Block Of Turk  Street,San Francisco,CA,94115,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M171340,1300 Block Of Turk  Street,San Francisco,CA,94115,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M170288,1300 Block Of Turk  Street,San Francisco,CA,94115,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M171339,1300 Block Of Turk  Street,San Francisco,CA,94115,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4312934,37.78066015
M181251,500 Block Of Haight  Street,San Francisco,CA,94117,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312741,37.772057
M181091,500 Block Of Haight  Street,San Francisco,CA,94117,2018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312741,37.772057
M181452,500 Block Of Haight  Street,San Francisco,CA,94117,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312741,37.772057
M170223,500 Block Of Haight  Street,San Francisco,CA,94117,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312522,37.77194853
M170289,500 Block Of Haight  Street,San Francisco,CA,94117,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312522,37.77194853
M180867,500 Block Of Haight  Street,San Francisco,CA,94117,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4312522,37.77194853
M151922,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Pacific Heights,-122.4312459,37.79244018
M151925,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Pacific Heights,-122.4312459,37.79244018
M151921,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Pacific Heights,-122.4312459,37.79244018
M151924,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Pacific Heights,-122.4312459,37.79244018
M151923,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Pacific Heights,-122.4312459,37.79244018
M163321,3200 Block Of Laguna  Street,San Francisco,CA,94123,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4312355,37.80071795
M130182,0 Block Of Castle Manor  Avenue,San Francisco,CA,94112,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Outer Mission,-122.4312277,37.7294151
M152149,100 Block Of Sanchez  Street,San Francisco,CA,94114,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4312218,37.76719155
M130211,0 Block Of Sanchez  Street,San Francisco,CA,94114,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4312049,37.76846225
M120925,1900 Block Of Green  Street,San Francisco,CA,94123,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4312042,37.79673325
M120924,1900 Block Of Green  Street,San Francisco,CA,94123,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4312042,37.79673325
M131359,1900 Block Of Green  Street,San Francisco,CA,94123,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4312042,37.79673325
M151739,1900 Block Of Green  Street,San Francisco,CA,94123,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4311823,37.79662477
M182100,1900 Block Of Green  Street,San Francisco,CA,94123,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4311823,37.79662477
M181567,1900 Block Of Green  Street,San Francisco,CA,94123,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4311823,37.79662477
M182098,1900 Block Of Green  Street,San Francisco,CA,94123,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4311823,37.79662477
M120524,2100 Block Of Pine  Street,San Francisco,CA,94115,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pacific Heights,-122.4311687,37.78820946
M190804,2100 Block Of Pine  Street,San Francisco,CA,94115,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Pacific Heights,-122.4311687,37.78820946
M110954,200 Block Of Laussat  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311654,37.77148094
M110955,200 Block Of Laussat  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311654,37.77148094
M151323,800 Block Of Fulton  Street,San Francisco,CA,94117,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M151040,800 Block Of Fulton  Street,San Francisco,CA,94117,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M170771,800 Block Of Fulton  Street,San Francisco,CA,94117,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M170773,800 Block Of Fulton  Street,San Francisco,CA,94117,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M172168,800 Block Of Fulton  Street,San Francisco,CA,94117,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M180025,800 Block Of Fulton  Street,San Francisco,CA,94117,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M182096,800 Block Of Fulton  Street,San Francisco,CA,94117,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M180024,800 Block Of Fulton  Street,San Francisco,CA,94117,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M182097,800 Block Of Fulton  Street,San Francisco,CA,94117,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4311329,37.77770047
M131204,2400 Block Of Buchanan  Street,San Francisco,CA,94115,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4311091,37.79245692
M120567,1200 Block Of Golden Gate  Avenue,San Francisco,CA,94115,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,Western Addition,-122.4311035,37.77972771
M130827,300 Block Of Madrid  Street,San Francisco,CA,94112,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4311024,37.7239745
M130369,300 Block Of Madrid  Street,San Francisco,CA,94112,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4311024,37.7239745
M130009,300 Block Of Madrid  Street,San Francisco,CA,94112,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4311024,37.7239745
M130605,300 Block Of Madrid  Street,San Francisco,CA,94122,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4311024,37.7239745
M120627,3100 Block Of Laguna  Street,San Francisco,CA,94123,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4310936,37.80001539
M120851,3100 Block Of Laguna  Street,San Francisco,CA,94123,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4310936,37.80001539
M162908,400 Block Of Waller  Street,San Francisco,CA,94117,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4310935,37.77112329
M172430,400 Block Of Waller  Street,San Francisco,CA,94117,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,Hayes Valley,-122.4310935,37.77112329
M151487,100 Block Of Sanchez  Street,San Francisco,CA,94114,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4310838,37.76719989
M150939,100 Block Of Sanchez  Street,San Francisco,CA,94114,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Castro/Upper Market,-122.4310838,37.76719989
M163385,100 Block Of Sanchez  Street,San Francisco,CA,94114,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4310838,37.76719989
M152478,500 Block Of Chenery  Street,San Francisco,CA,94131,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Glen Park,-122.4310731,37.73509396
M183029,500 Block Of Chenery  Street,San Francisco,CA,94131,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Glen Park,-122.4310731,37.73509396
M111770,400 Block Of Waller  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Hayes Valley,-122.4310716,37.77101482
M111068,400 Block Of Waller  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,Hayes Valley,-122.4310716,37.77101482
M111094,400 Block Of Waller  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,Hayes Valley,-122.4310716,37.77101482
M111769,400 Block Of Waller  Street,San Francisco,CA,94117,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Hayes Valley,-122.4310716,37.77101482
M191023,100 Block Of South Hill  Boulevard,San Francisco,CA,94112,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4310608,37.71037101
M140838,500 Block Of Vienna  Street,San Francisco,CA,94112,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,Excelsior,-122.4310579,37.71972509
M141653,700 Block Of Rolph  Street,San Francisco,CA,94112,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,Excelsior,-122.4310362,37.71174887
M131676,0 Block Of Baltimore  Way,San Francisco,CA,94112,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4310304,37.70994105
M141290,0 Block Of Baltimore  Way,San Francisco,CA,94112,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4310304,37.70994105
M142769,0 Block Of Baltimore  Way,San Francisco,CA,94112,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4310304,37.70994105
M140006,0 Block Of Baltimore  Way,San Francisco,CA,94112,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4310304,37.70994105
M172256,200 Block Of Sanchez  Street,San Francisco,CA,94114,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4310228,37.76511658
M182947,200 Block Of Sanchez  Street,San Francisco,CA,94114,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Castro/Upper Market,-122.4310228,37.76511658
M181812,2000 Block Of Bush  Street,San Francisco,CA,94115,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pacific Heights,-122.4310018,37.78739009
M172420,700 Block Of Rolph  Street,San Francisco,CA,94112,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.431001,37.71185512
M180939,700 Block Of Rolph  Street,San Francisco,CA,94112,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.431001,37.71185512
M180684,700 Block Of Rolph  Street,San Francisco,CA,94112,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.431001,37.71185512
M121168,100 Block Of Beacon  Street,San Francisco,CA,94131,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Glen Park,-122.4309908,37.73879877
M151201,100 Block Of Beacon  Street,San Francisco,CA,94131,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Glen Park,-122.4309908,37.73879877
M162836,100 Block Of Beacon  Street,San Francisco,CA,94131,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Glen Park,-122.4309908,37.73879877
M142452,500 Block Of Fillmore  Street,San Francisco,CA,94117,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309865,37.77442903
M152008,500 Block Of Fillmore  Street,San Francisco,CA,94117,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309865,37.77442903
M152009,500 Block Of Fillmore  Street,San Francisco,CA,94117,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309865,37.77442903
M152007,500 Block Of Fillmore  Street,San Francisco,CA,94117,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309865,37.77442903
M152010,500 Block Of Fillmore  Street,San Francisco,CA,94117,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309865,37.77442903
M131170,500 Block Of Chenery  Street,San Francisco,CA,94131,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Glen Park,-122.4309856,37.73500886
M142024,2000 Block Of Bush  Street,San Francisco,CA,94115,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pacific Heights,-122.4309798,37.78728163
M191274,2000 Block Of Bush  Street,San Francisco,CA,94115,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pacific Heights,-122.4309798,37.78728163
M163337,100 Block Of Germania  Street,San Francisco,CA,94117,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309783,37.77055084
M172139,100 Block Of Germania  Street,San Francisco,CA,94117,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Hayes Valley,-122.4309783,37.77055084
M170403,0 Block Of Baltimore  Way,San Francisco,CA,94112,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4309285,37.70986679
M111824,1600 Block Of Noe  Street,San Francisco,CA,94131,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Noe Valley,-122.4309138,37.74222913
M111823,1600 Block Of Noe  Street,San Francisco,CA,94131,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Noe Valley,-122.4309138,37.74222913
M130582,200 Block Of Sanchez  Street,San Francisco,CA,94114,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4308848,37.76512492
M140374,200 Block Of Sanchez  Street,San Francisco,CA,94114,2014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4308848,37.76512492
M141850,200 Block Of Sanchez  Street,San Francisco,CA,94131,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4308848,37.76512492
M142709,200 Block Of Sanchez  Street,San Francisco,CA,94114,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4308848,37.76512492
M152943,200 Block Of Sanchez  Street,San Francisco,CA,94114,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4308848,37.76512492
M120388,300 Block Of Hermann  Street,San Francisco,CA,94117,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Hayes Valley,-122.4308844,37.77008472
M120134,300 Block Of Hermann  Street,San Francisco,CA,94117,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Hayes Valley,-122.4308844,37.77008472
M110287,100 Block Of Chicago  Way,San Francisco,CA,94112,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,Excelsior,-122.430874,37.71096204
M131247,300 Block Of Sanchez  Street,San Francisco,CA,94114,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Castro/Upper Market,-122.4308734,37.76355892
M162910,1400 Block Of Bay  Street,San Francisco,CA,94123,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.430849,37.80333835
M121036,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M121224,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M121011,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,Excelsior,-122.430848,37.71243928
M121012,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M120573,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M153348,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M152034,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M160963,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M161260,1500 Block Of Geneva  Avenue,San Francisco,CA,94112,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.430848,37.71243928
M111613,2000 Block Of Boardway  Street,San Francisco,CA,94115,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4308226,37.79484383
M132337,400 Block Of Duboce  Avenue,San Francisco,CA,94117,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,Hayes Valley,-122.4308076,37.76941133
M140704,400 Block Of Duboce  Avenue,San Francisco,CA,94117,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Hayes Valley,-122.4308076,37.76941133
M140705,400 Block Of Duboce  Avenue,San Francisco,CA,94117,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Hayes Valley,-122.4308076,37.76941133
M151678,400 Block Of Duboce  Avenue,San Francisco,CA,94117,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Hayes Valley,-122.4308076,37.76941133
M120281,2000 Block Of Broadway,San Francisco,CA,94115,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,-122.4308005,37.79473538
M163135,400 Block Of Duboce  Avenue,San Francisco,CA,94117,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,-122.4307964,37.76930184
M141676,3900 Block Of 24th  Street,San Francisco,CA,94114,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Noe Valley,-122.4307729,37.75155878
M120790,600 Block Of Persia  Avenue,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,Excelsior,-122.4307728,37.72071379
M122001,100 Block Of Lisbon  Street,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,Excelsior,-122.4307709,37.7258534
M122064,100 Block Of Lisbon  Street,San Francisco,CA,94112,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,Excelsior,-122.4307709,37.7258534
M162173,2200 Block Of Buchanan  Street,San Francisco,CA,94115,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Pacific Heights,-122.4307572,37.79069949
M110247,1500 Block Of Francisco  Street,San Francisco,CA,94123,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Marina,-122.4306874,37.80253406
M132049,400 Block Of Naples  Street,San Francisco,CA,94112,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4306745,37.72165523
M153095,400 Block Of Naples  Street,San Francisco,CA,94112,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,Excelsior,-122.4306745,37.72165523
M142501,1500 Block Of Francisco  Street,San Francisco,CA,94123,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Marina,-122.4306657,37.80242557
M142509,1500 Block Of Francisco  Street,San Francisco,CA,94123,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Marina,-122.4306657,37.80242557
M110577,700 Block Of 14th  Street,San Francisco,CA,94114,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,Castro/Upper Market,-122.4306415,37.76768345
M172114,700 Block Of 14th  Street,San Francisco,CA,94114,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,Castro/Upper Market,-122.4306415,37.76768345
M141340,600 Block Of Moscow  Street,San Francisco,CA,94112,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4306252,37.71739888
M170134,600 Block Of Moscow  Street,San Francisco,CA,94112,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4306252,37.71739888
M170514,600 Block Of Moscow  Street,San Francisco,CA,94112,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Excelsior,-122.4306252,37.71739888
M121104,1500 Block Of Ofarrell  Street,San Francisco,CA,94115,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,-122.4306234,37.7836059
M111608,4200 Block Of Mission  Street,San Francisco,CA,94112,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Outer Mission,-122.4305819,37.72959681
M141738,4200 Block Of Mission  Street,San Francisco,CA,94112,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Outer Mission,-122.4305819,37.72959681
